Horodateur,"Pour être sûr ","Écoutez-vous de la musique ? ",🗓️🎵 À quelle fréquence écoutez-vous de la musique ?,🏘️🎵 Dans quel(s) contexte(s) écoutez-vous vos musiques ?,"🌞🎵 À quel moment de la journée écoutez-vous le plus de la musique ? ",❓🎵 Comment écoutez-vous vos musiques ?,📱🎵 Quelle(s) plateforme(s) de streaming utilisez-vous ?,🧐🎵 Vos musiques servent à :,🔡🎵 Quels sont vos genres de musique préférés,⏰🎵 Quelle est la durée moyenne des musiques que vous écoutez ?,"🎧🎵 Écoutez-vous plutôt des morceaux ",🚲🎵 Quel est le tempo des musiques que vous écoutez ?,👂🎵 Les musiques que vous écoutez sont plutôt,🔴🎵 Écoutez-vous des musiques interprétées en live ? (concert par exemple),🔊🎵 La qualité de l'audio est importante pour moi,💪🎵 A quel point êtes vous prêt(e) à découvrir de nouveaux genres ou artistes ?,📊 Quelle est votre tranche d'âge ?,👤 Quel est votre genre ?,👔 Dans quel domaine travaillez-vous ?,Colonne 20
10/10/2025 14:45:19,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😊 + d'une fois par mois,"👤 Seul(e), 🫂 En famille, 🎉 En fête",🌙 Soir,"ᯤ Streaming, 💿 CD","💚 Spotify, ❤️ Youtube Music","🥳 Faire la fête, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Rap, Rock, Blues, paillarde",🟡 - de 5 minutes,🗣️ Avec des paroles,✈️ Très rapide,🟩 Positives,❌ Non,✅ D'accord,Je préfère rester sur les genres que je connais déjà,entre 35 et 44 ans,♂️ Homme,Construction & Industrie,
10/10/2025 14:45:28,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌤️ Après-midi,"ᯤ Streaming, 💿 CD","❤️ Youtube Music, 🤍 Apple Music","⏳ Passer le temps, 📖 Se concentrer","Pop, Rock",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♂️ Homme,,
10/10/2025 15:01:48,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille, 🎉 En fête",🌄 Matin,"Radio ",❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🥳 Faire la fête, 🕺 Danser","Classique, Pop, Rock",🟡 - de 5 minutes,🎤 Avec une voix mais en fond,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,Je préfère rester sur les genres que je connais déjà,entre 55 et 64 ans,♂️ Homme,Commerce & Services,
10/10/2025 15:08:28,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 🫂 En famille",🌙 Soir,"ᯤ Streaming, Radio",💜 Deezer,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer","Pop, Rock, Dance - Electro, Latino",🟠 - de 10 minutes,🗣️ Avec des paroles,✈️ Très rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♂️ Homme,Armée,
10/10/2025 15:09:07,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌄 Matin,"ᯤ Streaming, 💿 CD",❤️ Youtube Music,"🖼️ S'échapper, 📖 Se concentrer","Rock, Latino, Soul-R&B, Reggae",🔴 + de 10 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♂️ Homme,"Retraite ",
10/10/2025 15:20:40,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌙 Soir,ᯤ Streaming,"❤️ Youtube Music, 🤍 Apple Music","🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Rock, Metal",🔴 + de 10 minutes,🎤 Avec une voix mais en fond,🚗 Lent,🟦 Tristes,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 25 et 34 ans,♂️ Homme,Technologie & Informatique,
10/10/2025 15:27:57,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille, 🎉 En fête",🌙 Soir,"ᯤ Streaming, 📀 Vinyle",Amazonmusic,"🥳 Faire la fête, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Rock, Soul-R&B, Variété française ",🟠 - de 10 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♂️ Homme,Technologie & Informatique,
10/10/2025 15:28:13,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,❌ Autre,🌄 Matin,"En voiture ",❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Dance - Electro",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♂️ Homme,Préfère ne pas dire,
10/10/2025 15:54:42,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Jazz",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 25 et 34 ans,♂️ Homme,Préfère ne pas dire,
10/10/2025 16:14:40,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌕 Nuit,"ᯤ Streaming, 📀 Vinyle",❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Pop, Rock",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟦 Tristes,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♂️ Homme,"Retraite ",
10/10/2025 16:25:53,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌕 Nuit,ᯤ Streaming,"💚 Spotify, ❤️ Youtube Music","⏳ Passer le temps, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Dance - Electro",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟦 Tristes,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 19 et 24 ans,♂️ Homme,Commerce & Services,
10/10/2025 16:28:37,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 🫂 En famille",🌄 Matin,"ᯤ Streaming, 📥 Téléchargements","💚 Spotify, ❤️ Youtube Music","⏳ Passer le temps, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, B.o",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟦 Tristes,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,"Etat ",
10/10/2025 16:33:10,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌄 Matin,ᯤ Streaming,💚 Spotify,🖼️ S'échapper,"Classique, Pop, Rock, Latino",🟡 - de 5 minutes,🗣️ Avec des paroles,✈️ Très rapide,🟩 Positives,✅ Oui,✅ D'accord,Je préfère rester sur les genres que je connais déjà,entre 55 et 64 ans,♀️ Femme,Santé,
10/10/2025 16:35:01,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌤️ Après-midi,"ᯤ Streaming, 💿 CD","💚 Spotify, 🤍 Apple Music","⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rock, Latino, Soul-R&B, Reggae",🟠 - de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 35 et 44 ans,♂️ Homme,"Transport ",
10/10/2025 16:44:13,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), ❌ Autre",🌤️ Après-midi,ᯤ Streaming,❤️ Youtube Music,"⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Classique, Pop, Rap, Rock, Dance - Electro, Jazz, Latino, Soul-R&B, Reggae, ",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♂️ Homme,Préfère ne pas dire,
10/10/2025 16:47:35,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,👤 Seul(e),🌤️ Après-midi,💿 CD,❤️ Youtube Music,🫧 Se mettre dans sa bulle,"Classique, Pop",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟦 Tristes,❌ Non,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,Commerce & Services,
10/10/2025 16:50:20,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌄 Matin,Radio,❌ Je n'écoute pas sur une platforme de streaming,⏳ Passer le temps,"Pop, Dance - Electro, Jazz, Latino",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♀️ Femme,Santé,
10/10/2025 17:04:25,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🎉 En fête",🌙 Soir,"ᯤ Streaming, 💿 CD",❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Pop, Rock, Dance - Electro, Bretonne",🔴 + de 10 minutes,🗣️ Avec des paroles,✈️ Très rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,Santé,
10/10/2025 17:13:14,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌤️ Après-midi,"ᯤ Streaming, 💿 CD",❤️ Youtube Music,"🖼️ S'échapper, 📖 Se concentrer, 🫧 Se mettre dans sa bulle",Chansons françaises,🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,Technologie & Informatique,
10/10/2025 17:16:16,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille, 🎉 En fête",🌄 Matin,"💿 CD, Radio ordinateur ",❤️ Youtube Music,"⏳ Passer le temps, 🥳 Faire la fête, 📖 Se concentrer","Classique, Jazz, Breton, celtique, harpe",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,❌ Non,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 55 et 64 ans,♀️ Femme,"Magnétiseuse ",
10/10/2025 17:23:42,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌙 Soir,"ᯤ Streaming, 📀 Vinyle",🤍 Apple Music,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rap, Rock, Dance - Electro",🟠 - de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 19 et 24 ans,♂️ Homme,,
10/10/2025 17:50:08,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌄 Matin,ᯤ Streaming,🤍 Apple Music,🖼️ S'échapper,"Pop, Rock, Dance - Electro, Latino",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Préfère ne pas dire,
10/10/2025 17:53:48,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌙 Soir,"ᯤ Streaming, 📥 Téléchargements","💚 Spotify, ❤️ Youtube Music, 🤍 Apple Music","🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Pop, Rap, Rock, Soul-R&B",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,Santé,
10/10/2025 18:22:34,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🎉 En fête",🌄 Matin,"💿 CD, Radio ","💚 Spotify, 🧡 SoundCloud","🥳 Faire la fête, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Jazz",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,"Formation ",
10/10/2025 18:40:04,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 🎉 En fête",🌤️ Après-midi,📥 Téléchargements,💚 Spotify,"⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟦 Tristes,✅ Oui,👍 Plutôt d'accord,Je préfère rester sur les genres que je connais déjà,entre 45 et 54 ans,♀️ Femme,,
10/10/2025 18:56:07,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌄 Matin,ᯤ Streaming,"💜 Deezer, ❤️ Youtube Music","🖼️ S'échapper, 🫧 Se mettre dans sa bulle",Pop,🟢 - de 2 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Commerce & Services,
10/10/2025 19:11:14,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🎉 En fête",🌄 Matin,📥 Téléchargements,💜 Deezer,"🖼️ S'échapper, 🕺 Danser","Pop, Rock, Dance - Electro",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Santé,
10/10/2025 19:33:40,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🎉 En fête, ❌ Autre",🌤️ Après-midi,"Radio ",💜 Deezer,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Pop, Rock, Latino, Variétés ",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,"Taxis ",
10/10/2025 20:26:25,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 👥 Entre amis, 🎉 En fête",🌤️ Après-midi,"💿 CD, Radio",❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle",Classique,🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,Éducation,
10/10/2025 20:48:07,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille",🌙 Soir,You tube,❤️ Youtube Music,🖼️ S'échapper,"Pop, Rap, Rock, Dance - Electro",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,Je préfère rester sur les genres que je connais déjà,entre 45 et 54 ans,♀️ Femme,Commerce & Services,
10/10/2025 20:56:28,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille, 🎉 En fête",🌄 Matin,ᯤ Streaming,❤️ Youtube Music,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper","Pop, Rock, Variétés française ",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Commerce & Services,
10/10/2025 21:08:32,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌄 Matin,"📀 Vinyle, Radio ",❤️ Youtube Music,🖼️ S'échapper,"Pop, Latino",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,Santé,
10/10/2025 22:07:40,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis",🌄 Matin,Radio,❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🖼️ S'échapper","Pop, Rock, Dance - Electro",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,Éducation,
10/10/2025 23:30:47,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille",🌄 Matin,"ᯤ Streaming, 📥 Téléchargements",💚 Spotify,🖼️ S'échapper,"Pop, Rap, Soul-R&B, Reggae",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,Retraite,
10/10/2025 23:56:09,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 🫂 En famille",🌤️ Après-midi,ᯤ Streaming,❤️ Youtube Music,"🖼️ S'échapper, 📖 Se concentrer, 🫧 Se mettre dans sa bulle",Pop,🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,,
11/10/2025 06:43:00,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille, 🎉 En fête",🌄 Matin,"💿 CD, ",❌ Je n'écoute pas sur une platforme de streaming,🖼️ S'échapper,Pop,🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,Préfère ne pas dire,
11/10/2025 06:57:55,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Rap, Dance - Electro, Jazz",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Santé,
11/10/2025 07:22:16,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,👤 Seul(e),🌤️ Après-midi,💿 CD,"❌ Je n'écoute pas sur une platforme de streaming, ",🖼️ S'échapper,"Parolier ",🔴 + de 10 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",65 ans et +,♀️ Femme,"Retraite ",
11/10/2025 07:42:26,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🎉 En fête",🌙 Soir,U,"💚 Spotify, ❤️ Youtube Music","🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Dance - Electro, Latino, ",🟡 - de 5 minutes,🎤 Avec une voix mais en fond,✈️ Très rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Éducation,
11/10/2025 08:01:42,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌤️ Après-midi,📥 Téléchargements,❤️ Youtube Music,"🖼️ S'échapper, 🫧 Se mettre dans sa bulle",Classique,🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,Je préfère rester sur les genres que je connais déjà,entre 45 et 54 ans,♀️ Femme,Construction & Industrie,
11/10/2025 08:07:06,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille, 🎉 En fête",🌤️ Après-midi,ᯤ Streaming,💜 Deezer,"⏳ Passer le temps, 🥳 Faire la fête, 🕺 Danser","Pop, Dance - Electro, ",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♀️ Femme,Santé,
11/10/2025 10:19:01,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 🎉 En fête",🌙 Soir,📥 Téléchargements,❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🥳 Faire la fête, 🕺 Danser, 📖 Se concentrer","Rock, Dance - Electro",🟢 - de 2 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,Je préfère rester sur les genres que je connais déjà,entre 35 et 44 ans,♀️ Femme,Arts & Médias,
